gender,monthly_income,utility_bill_average,repayment_history_pct,employment_length,default_status
Male,42710,2427.0,,1-3 years,0
Female,61807,3044.0,99.0,8+ years,0
Female,62392,3486.0,64.0,8+ years,0
Male,40877,1656.0,46.0,8+ years,1
Non-Binary,47459,2686.0,93.0,< 1 year,0
Female,52794,,100.0,< 1 year,0
Male,27396,1946.0,48.0,4-7 years,1
Non-Binary,50833,1478.0,67.0,8+ years,0
Non-Binary,65717,3386.0,100.0,4-7 years,0
Male,56900,2702.0,62.0,1-3 years,0
Non-Binary,36550,2753.0,,8+ years,1
Male,55028,2747.0,82.0,8+ years,0
Female,59347,2745.0,74.0,< 1 year,0
Female,51199,3403.0,100.0,1-3 years,0
Female,51919,2326.0,79.0,4-7 years,0
Non-Binary,65531,,100.0,8+ years,0
Non-Binary,49724,1722.0,77.0,< 1 year,0
Non-Binary,40103,3351.0,52.0,1-3 years,0
Non-Binary,41858,3007.0,100.0,4-7 years,0
Female,46546,1765.0,59.0,4-7 years,0
Non-Binary,21498,3495.0,100.0,1-3 years,0
Female,38111,,65.0,8+ years,0
Male,46549,3375.0,46.0,< 1 year,0
Female,46319,3319.0,42.0,4-7 years,0
Female,30258,2887.0,80.0,1-3 years,0
Male,56191,993.0,53.0,4-7 years,1
Non-Binary,58248,2584.0,96.0,1-3 years,0
Female,63927,2771.0,81.0,8+ years,0
Female,32598,2537.0,94.0,4-7 years,0
Non-Binary,56186,2429.0,79.0,4-7 years,0
Non-Binary,67001,3542.0,,1-3 years,0
Male,77391,1520.0,66.0,4-7 years,0
Non-Binary,29811,2625.0,74.0,1-3 years,0
Non-Binary,60176,1863.0,100.0,1-3 years,0
Male,52109,3157.0,,8+ years,1
Non-Binary,48850,3368.0,77.0,8+ years,0
Male,42829,3368.0,59.0,4-7 years,1
Non-Binary,62600,1507.0,40.0,< 1 year,1
Female,31652,,58.0,1-3 years,0
Non-Binary,77207,1155.0,,4-7 years,0
Male,63783,2797.0,88.0,8+ years,0
Female,36814,2751.0,89.0,4-7 years,0
Male,42841,1770.0,85.0,8+ years,0
Female,46240,,69.0,1-3 years,0
Female,25960,2306.0,,1-3 years,0
Female,58606,2531.0,77.0,< 1 year,0
Female,70368,1613.0,67.0,1-3 years,0
Male,32264,1673.0,97.0,< 1 year,0
Female,65812,2688.0,100.0,4-7 years,0
Non-Binary,68495,,77.0,8+ years,0
Non-Binary,41511,500.0,60.0,1-3 years,0
Female,40195,938.0,62.0,4-7 years,0
Female,35739,2390.0,71.0,4-7 years,0
Non-Binary,32532,1460.0,100.0,1-3 years,0
Non-Binary,74390,2388.0,83.0,1-3 years,0
Non-Binary,53920,2537.0,81.0,< 1 year,0
Female,53896,2327.0,60.0,< 1 year,1
Non-Binary,58775,,80.0,1-3 years,0
Non-Binary,64807,2740.0,60.0,4-7 years,0
Male,32097,,41.0,8+ years,1
Female,66516,2249.0,53.0,< 1 year,1
Female,55772,3322.0,79.0,4-7 years,0
Male,63116,,100.0,1-3 years,0
Female,38073,2810.0,,< 1 year,0
Male,41775,1961.0,93.0,8+ years,0
Male,63698,2916.0,87.0,4-7 years,0
Female,65133,3305.0,97.0,1-3 years,0
Female,49287,3836.0,34.0,8+ years,1
Non-Binary,65660,3048.0,60.0,1-3 years,0
Non-Binary,61203,1586.0,78.0,8+ years,0
Female,53473,875.0,,< 1 year,0
Female,47240,2644.0,81.0,8+ years,0
Female,58283,1874.0,93.0,1-3 years,0
Non-Binary,50915,3061.0,,8+ years,0
Female,36749,3952.0,63.0,1-3 years,0
Non-Binary,62246,2057.0,62.0,1-3 years,0
Female,24402,2395.0,74.0,< 1 year,0
Male,83006,1815.0,97.0,< 1 year,0
Female,66817,2391.0,86.0,8+ years,0
Female,64247,2781.0,75.0,1-3 years,0
Female,60745,1249.0,97.0,8+ years,0
Non-Binary,60362,1502.0,76.0,< 1 year,0
Non-Binary,46152,2027.0,97.0,8+ years,0
Non-Binary,17178,1893.0,53.0,4-7 years,0
Female,41641,2544.0,100.0,1-3 years,0
Female,55913,2406.0,84.0,< 1 year,1
Non-Binary,44309,2500.0,,4-7 years,0
Female,53164,1440.0,65.0,< 1 year,0
Non-Binary,48293,1217.0,100.0,< 1 year,0
Non-Binary,62957,4488.0,69.0,1-3 years,0
Female,40910,2726.0,100.0,< 1 year,0
Male,42802,3340.0,59.0,1-3 years,0
Male,53826,,87.0,< 1 year,0
Non-Binary,61295,2871.0,49.0,1-3 years,0
Non-Binary,32918,2578.0,91.0,1-3 years,0
Male,46064,3156.0,83.0,4-7 years,1
Female,32970,3457.0,65.0,4-7 years,1
Male,89661,3392.0,74.0,8+ years,0
Female,60114,3755.0,97.0,< 1 year,0
Female,59257,3150.0,70.0,8+ years,0
Non-Binary,82493,2618.0,76.0,< 1 year,0
Non-Binary,53325,1971.0,58.0,8+ years,0
Non-Binary,30957,2513.0,100.0,8+ years,0
Non-Binary,57637,,58.0,1-3 years,0
Non-Binary,38855,2161.0,72.0,< 1 year,0
Male,68835,2896.0,40.0,8+ years,1
Male,42750,2644.0,100.0,< 1 year,0
Female,35959,1601.0,93.0,1-3 years,0
Male,42282,2060.0,77.0,< 1 year,0
Non-Binary,47269,1862.0,95.0,< 1 year,0
Male,44634,2655.0,59.0,1-3 years,1
Female,54488,1237.0,61.0,< 1 year,0
Male,69829,2974.0,100.0,1-3 years,0
Male,66747,3126.0,72.0,1-3 years,0
Male,41626,2384.0,60.0,4-7 years,1
Female,38356,1769.0,96.0,8+ years,0
Non-Binary,79806,3798.0,90.0,8+ years,0
Male,59482,3120.0,39.0,4-7 years,0
Female,45024,2955.0,84.0,< 1 year,0
Non-Binary,41201,1080.0,94.0,8+ years,0
Non-Binary,34984,2195.0,23.0,< 1 year,0
Male,47343,3098.0,100.0,1-3 years,0
Non-Binary,58085,2559.0,37.0,< 1 year,1
Male,81909,,77.0,1-3 years,1
Non-Binary,52309,2872.0,85.0,8+ years,0
Male,63629,2234.0,25.0,4-7 years,0
Non-Binary,58984,2452.0,56.0,< 1 year,1
Non-Binary,29932,3041.0,100.0,4-7 years,0
Non-Binary,59940,1605.0,91.0,1-3 years,0
Female,48424,2476.0,73.0,1-3 years,0
Male,48192,1245.0,81.0,< 1 year,0
Non-Binary,48245,2764.0,56.0,4-7 years,1
Female,21402,1322.0,66.0,4-7 years,0
Non-Binary,74277,2495.0,76.0,8+ years,0
Male,22290,2530.0,89.0,1-3 years,0
Non-Binary,46031,2326.0,75.0,4-7 years,0
Female,39342,1986.0,95.0,1-3 years,0
Female,62311,3264.0,99.0,4-7 years,0
Female,60392,4124.0,88.0,< 1 year,1
Non-Binary,53084,2925.0,88.0,4-7 years,0
Female,46124,2106.0,45.0,< 1 year,1
Female,33363,3038.0,80.0,8+ years,0
Male,55941,,62.0,1-3 years,0
Male,52313,,88.0,< 1 year,0
Female,52812,4205.0,83.0,< 1 year,0
Non-Binary,90495,2382.0,65.0,1-3 years,0
Male,64905,2430.0,,4-7 years,1
Non-Binary,51769,2151.0,39.0,1-3 years,1
Non-Binary,25530,2746.0,85.0,4-7 years,0
Female,48467,2486.0,57.0,8+ years,1
Male,57116,3622.0,72.0,1-3 years,0
Non-Binary,48353,2063.0,95.0,4-7 years,0
Male,54369,1730.0,95.0,< 1 year,0
Female,61580,2336.0,,< 1 year,0
Male,35835,2436.0,66.0,1-3 years,0
Female,41008,2206.0,33.0,1-3 years,1
Female,39431,,72.0,8+ years,0
Non-Binary,48325,2702.0,57.0,4-7 years,0
Female,66490,2335.0,74.0,8+ years,0
Non-Binary,26801,,88.0,1-3 years,0
Female,42281,,65.0,8+ years,0
Non-Binary,55649,2103.0,52.0,4-7 years,1
Non-Binary,51205,2395.0,66.0,1-3 years,0
Male,70918,1019.0,88.0,< 1 year,0
Male,74412,2512.0,,< 1 year,1
Non-Binary,45966,1941.0,74.0,< 1 year,0
Male,52935,1787.0,71.0,4-7 years,0
Male,62959,3217.0,72.0,4-7 years,0
Female,51134,3024.0,55.0,8+ years,1
Non-Binary,48933,1682.0,74.0,1-3 years,0
Male,47619,1850.0,79.0,< 1 year,0
Female,63956,3405.0,75.0,1-3 years,0
Non-Binary,45344,2386.0,60.0,1-3 years,1
Female,52953,2258.0,82.0,4-7 years,1
Male,21545,2054.0,78.0,4-7 years,0
Female,23690,2797.0,100.0,< 1 year,0
Female,65161,2970.0,41.0,< 1 year,0
Male,71276,2471.0,82.0,4-7 years,0
Male,42675,1584.0,46.0,4-7 years,1
Female,54130,4142.0,34.0,1-3 years,0
Male,81648,3834.0,53.0,< 1 year,1
Female,36264,,73.0,1-3 years,0
Male,46638,2239.0,99.0,< 1 year,0
Male,28323,2317.0,88.0,1-3 years,0
Female,37146,2036.0,78.0,4-7 years,0
Female,54687,4304.0,77.0,< 1 year,0
Non-Binary,63036,2041.0,67.0,8+ years,0
Male,43960,2414.0,64.0,1-3 years,0
Male,91027,686.0,94.0,< 1 year,0
Female,45450,2152.0,71.0,8+ years,0
Male,37353,,93.0,< 1 year,1
Female,48997,,73.0,8+ years,0
Female,55328,4118.0,40.0,8+ years,1
Male,59325,1960.0,67.0,< 1 year,0
Non-Binary,58971,1305.0,85.0,< 1 year,0
Non-Binary,68879,1028.0,100.0,< 1 year,1
Female,34366,,57.0,4-7 years,0
Non-Binary,39719,2712.0,95.0,8+ years,0
Male,28709,2511.0,89.0,4-7 years,0
Male,43421,1609.0,,4-7 years,0
Male,62009,2843.0,90.0,1-3 years,0
Non-Binary,23853,626.0,100.0,8+ years,0
Male,31884,2395.0,56.0,< 1 year,1
Non-Binary,37778,2313.0,80.0,8+ years,0
Non-Binary,46846,2742.0,60.0,8+ years,1
Male,48721,3959.0,92.0,< 1 year,0
Female,30215,2141.0,47.0,4-7 years,0
Male,23614,2316.0,35.0,4-7 years,1
Female,32340,2622.0,67.0,8+ years,0
Non-Binary,34310,2202.0,76.0,1-3 years,0
Female,41853,674.0,60.0,4-7 years,0
Non-Binary,15000,3012.0,47.0,1-3 years,1
Female,53242,2966.0,93.0,4-7 years,0
Female,41292,2162.0,96.0,1-3 years,0
Non-Binary,55480,2404.0,62.0,8+ years,0
Female,46181,1238.0,74.0,8+ years,0
Female,53565,1785.0,100.0,4-7 years,1
Male,37382,3282.0,73.0,8+ years,0
Non-Binary,53829,2463.0,87.0,8+ years,0
Female,34725,2586.0,94.0,8+ years,0
Male,34375,2578.0,44.0,4-7 years,1
Male,56806,785.0,88.0,4-7 years,0
Female,30963,3964.0,,8+ years,1
Female,48831,,78.0,1-3 years,0
Male,61300,2592.0,93.0,4-7 years,0
Non-Binary,86277,3268.0,52.0,1-3 years,1
Non-Binary,49351,3099.0,100.0,4-7 years,0
Non-Binary,44547,2023.0,63.0,1-3 years,0
Non-Binary,64128,1499.0,55.0,1-3 years,0
Male,39367,1508.0,69.0,8+ years,0
Male,61962,1307.0,98.0,8+ years,0
Male,52286,2473.0,31.0,< 1 year,1
Non-Binary,33741,2826.0,65.0,< 1 year,0
Non-Binary,25439,2914.0,78.0,< 1 year,0
Female,52480,2493.0,73.0,1-3 years,0
Non-Binary,70683,1788.0,56.0,1-3 years,0
Non-Binary,58431,2764.0,63.0,4-7 years,0
Female,68915,2814.0,79.0,< 1 year,1
Female,34569,2481.0,92.0,4-7 years,0
Non-Binary,68003,2241.0,83.0,8+ years,0
Non-Binary,73397,1948.0,,8+ years,0
Male,42547,2275.0,57.0,4-7 years,1
Non-Binary,55726,3181.0,78.0,8+ years,0
Non-Binary,41070,3671.0,43.0,< 1 year,1
Male,65692,2892.0,80.0,8+ years,0
Male,48868,1592.0,53.0,1-3 years,0
Non-Binary,28134,,76.0,< 1 year,0
Non-Binary,19572,3970.0,74.0,< 1 year,1
Female,48478,3281.0,67.0,1-3 years,0
Male,70312,3567.0,62.0,4-7 years,0
Male,48880,3120.0,65.0,8+ years,0
Female,58352,1118.0,100.0,1-3 years,0
Non-Binary,66262,3347.0,69.0,< 1 year,0
Male,53009,2154.0,78.0,< 1 year,0
Male,92597,2375.0,70.0,< 1 year,0
Female,54789,3072.0,74.0,< 1 year,0
Male,67394,,89.0,1-3 years,0
Non-Binary,54544,2517.0,,< 1 year,0
Male,63169,2576.0,69.0,4-7 years,0
Female,52258,2704.0,21.0,< 1 year,0
Female,44545,,60.0,4-7 years,0
Non-Binary,58552,3330.0,54.0,8+ years,0
Male,45195,1181.0,82.0,4-7 years,0
Female,60580,1755.0,100.0,8+ years,0
Female,69351,3464.0,72.0,1-3 years,0
Female,42888,1471.0,4.0,8+ years,0
Non-Binary,47969,3271.0,,8+ years,0
Non-Binary,45190,2230.0,96.0,< 1 year,1
Non-Binary,15029,536.0,82.0,8+ years,0
Male,59748,3237.0,45.0,8+ years,0
Female,43327,1508.0,47.0,4-7 years,0
Male,36288,3330.0,73.0,4-7 years,0
Non-Binary,27724,,86.0,8+ years,0
Female,29690,3987.0,56.0,< 1 year,1
Female,44995,2766.0,100.0,4-7 years,0
Non-Binary,40701,2593.0,72.0,8+ years,0
Male,55949,2243.0,50.0,8+ years,0
Male,44967,1167.0,71.0,8+ years,0
Male,58148,2225.0,67.0,8+ years,0
Female,48743,2335.0,77.0,< 1 year,0
Male,43495,,70.0,1-3 years,0
Non-Binary,63980,2936.0,71.0,< 1 year,0
Female,20687,2447.0,85.0,8+ years,1
Non-Binary,61841,2718.0,98.0,4-7 years,1
Male,47321,2964.0,85.0,8+ years,0
Male,64056,1444.0,72.0,4-7 years,0
Female,44832,3715.0,99.0,8+ years,0
Male,59454,2440.0,70.0,8+ years,0
Male,66233,2756.0,72.0,< 1 year,0
Non-Binary,44167,3375.0,80.0,1-3 years,0
Non-Binary,36025,3902.0,61.0,< 1 year,0
Non-Binary,52183,3706.0,,8+ years,1
Male,63294,2489.0,76.0,1-3 years,0
Female,39783,2103.0,35.0,4-7 years,1
Non-Binary,63448,3532.0,68.0,8+ years,0
Non-Binary,24864,3085.0,94.0,< 1 year,0
Female,60642,3102.0,,< 1 year,0
Non-Binary,56400,2211.0,100.0,8+ years,0
Male,91126,3420.0,82.0,8+ years,0
Female,54949,,,1-3 years,0
Male,36860,1438.0,81.0,4-7 years,0
Non-Binary,64078,3223.0,90.0,4-7 years,0
Female,39893,3239.0,54.0,< 1 year,0
Non-Binary,60300,3132.0,100.0,1-3 years,0
Male,40361,3135.0,97.0,1-3 years,1
Female,41561,4186.0,77.0,8+ years,0
Male,58772,3212.0,49.0,< 1 year,1
Female,54221,2259.0,,1-3 years,1
Female,47158,2583.0,59.0,< 1 year,1
Female,47844,3375.0,71.0,1-3 years,0
Male,46996,2634.0,33.0,4-7 years,0
Non-Binary,32061,1528.0,64.0,8+ years,0
Male,66478,1618.0,78.0,8+ years,0
Non-Binary,44166,3277.0,90.0,< 1 year,0
Male,68396,1630.0,74.0,1-3 years,0
Male,43207,2293.0,68.0,1-3 years,0
Non-Binary,52357,2134.0,52.0,< 1 year,1
Female,29048,1501.0,100.0,8+ years,0
Female,50578,1474.0,100.0,8+ years,0
Male,41128,2182.0,82.0,4-7 years,0
Non-Binary,37042,,100.0,< 1 year,0
Female,36749,3047.0,84.0,8+ years,0
Male,50337,,62.0,4-7 years,1
Female,40169,1690.0,67.0,8+ years,0
Male,71964,3414.0,91.0,< 1 year,0
Male,63451,1636.0,58.0,4-7 years,0
Non-Binary,68034,2576.0,61.0,4-7 years,0
Female,46022,,73.0,8+ years,0
Non-Binary,67273,2493.0,68.0,1-3 years,0
Male,20704,,,< 1 year,1
Male,72410,,83.0,1-3 years,0
Male,43411,2474.0,100.0,1-3 years,0
Non-Binary,39563,2515.0,54.0,1-3 years,1
Female,58584,3114.0,91.0,4-7 years,0
Non-Binary,59103,956.0,94.0,4-7 years,0
Female,51545,2443.0,90.0,< 1 year,0
Non-Binary,66098,3479.0,22.0,1-3 years,1
Non-Binary,47489,3584.0,79.0,8+ years,0
Male,44717,2761.0,83.0,< 1 year,0
Male,76194,,86.0,1-3 years,0
Male,93264,3107.0,60.0,4-7 years,1
Male,54183,3712.0,56.0,8+ years,1
Male,78318,2420.0,73.0,4-7 years,0
Male,42681,3137.0,100.0,< 1 year,0
Male,20280,2184.0,64.0,4-7 years,0
Non-Binary,53610,2246.0,49.0,< 1 year,1
Female,63507,2329.0,79.0,1-3 years,0
Female,15000,2783.0,90.0,1-3 years,0
Female,46654,1900.0,54.0,1-3 years,1
Male,49505,3057.0,100.0,8+ years,0
Female,42250,2368.0,54.0,8+ years,1
Male,65287,,67.0,< 1 year,0
Male,41489,2597.0,67.0,8+ years,0
Non-Binary,54505,1546.0,76.0,< 1 year,0
Male,55623,2108.0,86.0,1-3 years,0
Non-Binary,60211,5178.0,70.0,1-3 years,0
Male,58779,2966.0,29.0,8+ years,0
Non-Binary,16216,3788.0,83.0,< 1 year,0
Non-Binary,53108,2854.0,65.0,1-3 years,0
Male,68019,3536.0,100.0,8+ years,0
Non-Binary,39447,2214.0,,4-7 years,0
Male,59128,3220.0,100.0,4-7 years,0
Female,42688,4001.0,76.0,< 1 year,0
Female,35006,1078.0,74.0,< 1 year,0
Female,62462,1319.0,67.0,8+ years,0
Male,62128,1041.0,70.0,1-3 years,0
Non-Binary,34908,2128.0,57.0,4-7 years,1
Female,44289,4281.0,90.0,8+ years,0
Non-Binary,67157,2906.0,83.0,1-3 years,0
Non-Binary,64425,2655.0,85.0,1-3 years,0
Female,74554,4518.0,39.0,8+ years,1
Non-Binary,53248,4244.0,87.0,1-3 years,0
Male,45537,2151.0,88.0,4-7 years,0
Female,35276,3690.0,100.0,< 1 year,0
Female,61981,1636.0,83.0,< 1 year,0
Female,38033,,68.0,< 1 year,0
Non-Binary,21122,2451.0,,< 1 year,0
Non-Binary,81514,2399.0,55.0,1-3 years,1
Non-Binary,25217,1740.0,61.0,< 1 year,1
Female,39843,,50.0,4-7 years,1
Female,48793,3127.0,47.0,4-7 years,0
Female,53228,,73.0,4-7 years,0
Female,45257,2680.0,41.0,4-7 years,1
Female,49260,2828.0,76.0,8+ years,0
Non-Binary,65892,2747.0,82.0,8+ years,1
Female,45353,2172.0,56.0,1-3 years,1
Female,26412,1822.0,99.0,4-7 years,0
Male,47824,3810.0,68.0,8+ years,0
Female,76600,4261.0,76.0,< 1 year,0
Female,63934,3397.0,,4-7 years,0
Female,72811,,53.0,4-7 years,1
Non-Binary,73761,2079.0,27.0,1-3 years,1
Female,42529,2097.0,55.0,4-7 years,1
Male,80248,1953.0,100.0,1-3 years,0
Female,42343,2016.0,58.0,4-7 years,1
Male,54173,,42.0,4-7 years,1
Non-Binary,51230,3181.0,89.0,8+ years,0
Female,43922,2568.0,76.0,4-7 years,0
Non-Binary,41764,2125.0,70.0,8+ years,0
Non-Binary,57522,3106.0,91.0,1-3 years,0
Non-Binary,46321,2416.0,98.0,1-3 years,0
Non-Binary,39738,1283.0,87.0,4-7 years,0
Male,53425,2192.0,94.0,4-7 years,0
Non-Binary,41346,2932.0,100.0,4-7 years,0
Male,43209,2501.0,77.0,8+ years,0
Non-Binary,55542,2448.0,71.0,1-3 years,0
Male,58589,3234.0,92.0,4-7 years,0
Non-Binary,54657,2729.0,98.0,1-3 years,0
Male,44481,1819.0,70.0,4-7 years,0
Male,51490,3153.0,99.0,8+ years,0
Female,16618,2023.0,68.0,1-3 years,1
Female,52969,2637.0,92.0,8+ years,0
Non-Binary,66295,3817.0,98.0,4-7 years,0
Non-Binary,50739,1297.0,85.0,8+ years,0
Non-Binary,48640,3910.0,49.0,4-7 years,1
Male,63820,3103.0,87.0,4-7 years,0
Non-Binary,51484,2879.0,79.0,< 1 year,0
Female,40211,2454.0,33.0,< 1 year,1
Female,40359,1666.0,77.0,8+ years,0
Male,52354,1591.0,78.0,< 1 year,0
Male,39433,2860.0,84.0,4-7 years,0
Female,35103,2409.0,82.0,8+ years,0
Non-Binary,33890,2442.0,63.0,4-7 years,1
Non-Binary,61227,2193.0,65.0,8+ years,0
Male,41783,3271.0,55.0,4-7 years,1
Male,61358,2658.0,71.0,8+ years,0
Non-Binary,69847,2785.0,77.0,8+ years,0
Non-Binary,41471,3007.0,93.0,< 1 year,0
Female,41395,2511.0,59.0,8+ years,0
Female,29832,2587.0,90.0,4-7 years,0
Male,50479,3193.0,88.0,1-3 years,0
Male,24373,3468.0,68.0,< 1 year,0
Female,40200,2107.0,57.0,< 1 year,1
Male,51212,1998.0,81.0,< 1 year,0
Female,37921,1738.0,90.0,< 1 year,0
Non-Binary,88085,2148.0,60.0,4-7 years,0
Male,62601,3375.0,100.0,< 1 year,0
Non-Binary,52060,4420.0,91.0,8+ years,0
Male,51821,1347.0,89.0,< 1 year,0
Non-Binary,52741,2171.0,100.0,< 1 year,0
Male,27858,3439.0,68.0,< 1 year,1
Female,44937,1965.0,78.0,4-7 years,0
Female,36646,3449.0,68.0,8+ years,1
Male,52556,3952.0,100.0,1-3 years,0
Male,45036,1634.0,60.0,4-7 years,0
Non-Binary,57028,3408.0,82.0,4-7 years,0
Male,49084,3211.0,64.0,1-3 years,0
Male,32464,3471.0,37.0,4-7 years,1
Male,54176,2157.0,60.0,1-3 years,0
Female,41027,1286.0,33.0,1-3 years,1
Non-Binary,35537,1873.0,76.0,< 1 year,0
Male,36385,3581.0,50.0,< 1 year,1
Non-Binary,62186,3308.0,62.0,4-7 years,0
Female,28542,2729.0,55.0,< 1 year,1
Male,40288,3927.0,79.0,1-3 years,0
Female,41247,2120.0,96.0,1-3 years,0
Male,39347,2804.0,50.0,8+ years,0
Non-Binary,30894,2007.0,94.0,1-3 years,0
Male,75716,2384.0,100.0,1-3 years,0
Female,37730,1880.0,51.0,< 1 year,1
Male,94503,2834.0,100.0,1-3 years,0
Non-Binary,59111,1925.0,64.0,4-7 years,0
Female,44490,,66.0,8+ years,0
Female,45053,3547.0,62.0,1-3 years,1
Male,64182,1575.0,67.0,< 1 year,0
Male,38494,2604.0,83.0,8+ years,0
Non-Binary,55152,3858.0,70.0,8+ years,0
Female,37831,2417.0,45.0,1-3 years,0
Non-Binary,64878,2966.0,97.0,8+ years,0
Non-Binary,36059,3311.0,75.0,8+ years,0
Male,43618,2919.0,82.0,4-7 years,0
Male,29793,500.0,98.0,8+ years,0
Female,34964,2694.0,88.0,4-7 years,0
Female,40077,1638.0,53.0,< 1 year,1
Female,24205,1168.0,58.0,8+ years,1
Female,75404,2461.0,100.0,1-3 years,0
Female,58979,2760.0,85.0,1-3 years,0
Non-Binary,54278,3975.0,,< 1 year,0
Non-Binary,39890,3418.0,100.0,8+ years,0
Male,72182,1814.0,60.0,8+ years,0
Male,69407,2256.0,80.0,1-3 years,0
Female,55587,2961.0,76.0,4-7 years,0
Female,58494,2667.0,98.0,4-7 years,0
Male,22235,1675.0,29.0,4-7 years,1
Male,47129,1881.0,49.0,8+ years,1
Non-Binary,53946,2598.0,73.0,8+ years,0
Male,53961,1290.0,45.0,1-3 years,1
Non-Binary,76999,1374.0,44.0,< 1 year,1
Female,33578,2837.0,100.0,< 1 year,0
Female,44346,3519.0,90.0,4-7 years,0
Female,31285,1264.0,70.0,8+ years,0
Male,30444,3212.0,89.0,8+ years,0
Female,33943,3837.0,100.0,8+ years,0
Female,51665,2357.0,66.0,< 1 year,0
Female,44791,2229.0,56.0,4-7 years,1
Female,26511,3164.0,67.0,1-3 years,1
Female,21892,1800.0,68.0,4-7 years,1
Female,39826,3048.0,48.0,8+ years,1
Male,52194,2055.0,82.0,1-3 years,1
Male,48835,2530.0,,1-3 years,1
Male,44160,4649.0,87.0,8+ years,0
Female,50533,3517.0,68.0,< 1 year,0
Male,75308,2689.0,79.0,< 1 year,0
Non-Binary,80859,2857.0,100.0,1-3 years,0
Male,56547,2041.0,67.0,< 1 year,0
Female,60256,2476.0,42.0,< 1 year,1
Non-Binary,55195,1527.0,,4-7 years,0
Female,52605,2959.0,82.0,1-3 years,0
Female,29413,1651.0,79.0,1-3 years,0
Female,49756,2610.0,71.0,4-7 years,0
Male,74766,2444.0,81.0,1-3 years,0
Female,54649,3751.0,97.0,4-7 years,0
Male,49956,1886.0,61.0,< 1 year,0
Male,52338,2433.0,100.0,< 1 year,0
Non-Binary,79807,2833.0,93.0,< 1 year,0
Non-Binary,50876,4173.0,60.0,1-3 years,1
Female,52246,2949.0,80.0,8+ years,0
Female,46265,3138.0,70.0,1-3 years,0
Male,47323,2798.0,75.0,< 1 year,0
Male,25789,1772.0,100.0,< 1 year,0
Male,56127,1680.0,46.0,< 1 year,1
Female,49257,1915.0,77.0,1-3 years,0
Non-Binary,56941,2859.0,75.0,< 1 year,0
Female,28199,1284.0,53.0,4-7 years,1
Non-Binary,63201,1487.0,61.0,1-3 years,0
Male,29790,1862.0,90.0,1-3 years,0
Male,70850,2918.0,91.0,< 1 year,0
Female,53230,2494.0,60.0,1-3 years,0
Female,38023,2549.0,,< 1 year,0
Non-Binary,71948,2693.0,65.0,< 1 year,0
Female,52009,,75.0,1-3 years,0
Male,65708,2652.0,46.0,< 1 year,0
Female,27337,2173.0,59.0,1-3 years,1
Male,61790,2405.0,75.0,1-3 years,0
Non-Binary,60829,2235.0,100.0,4-7 years,0
Non-Binary,64782,3208.0,88.0,4-7 years,0
Female,38879,3063.0,50.0,1-3 years,1
Female,53319,,72.0,1-3 years,0
Non-Binary,54980,2135.0,68.0,< 1 year,0
Non-Binary,42777,1394.0,74.0,1-3 years,0
Male,52975,,96.0,< 1 year,0
Male,31830,2259.0,56.0,8+ years,1
Male,31620,2148.0,100.0,< 1 year,0
Female,24497,3533.0,60.0,8+ years,1
Non-Binary,54082,2442.0,47.0,8+ years,1
Non-Binary,44891,2684.0,87.0,8+ years,0
Non-Binary,55616,,87.0,8+ years,0
Non-Binary,45470,2876.0,72.0,8+ years,0
Non-Binary,50900,1856.0,100.0,4-7 years,0
Non-Binary,53862,2464.0,88.0,8+ years,0
Female,49070,1093.0,73.0,8+ years,1
Male,15000,3494.0,93.0,8+ years,0
Male,24462,1657.0,92.0,< 1 year,0
Male,62239,3305.0,,< 1 year,0
Non-Binary,58617,1879.0,69.0,4-7 years,0
Female,44528,1426.0,72.0,< 1 year,0
Non-Binary,57431,2720.0,91.0,8+ years,0
Female,62233,2590.0,59.0,8+ years,0
Female,38620,2228.0,69.0,4-7 years,0
Male,67345,2705.0,53.0,4-7 years,1
Female,48495,3256.0,100.0,1-3 years,0
Male,48750,2433.0,83.0,1-3 years,0
Female,44133,723.0,65.0,1-3 years,0
Female,54323,4432.0,92.0,1-3 years,0
Non-Binary,79963,3049.0,,4-7 years,0
Female,29261,2329.0,74.0,1-3 years,0
Male,41816,3111.0,65.0,< 1 year,0
Male,57053,,83.0,8+ years,0
Female,33574,3488.0,35.0,8+ years,1
Female,39510,1793.0,,8+ years,0
Non-Binary,50206,2227.0,32.0,8+ years,1
Female,28461,,75.0,1-3 years,0
Female,63700,3352.0,100.0,1-3 years,0
Female,29412,2173.0,100.0,< 1 year,0
Male,61164,3583.0,,1-3 years,0
Non-Binary,42967,2198.0,56.0,< 1 year,1
Female,44607,2974.0,74.0,4-7 years,0
Male,42191,3651.0,79.0,4-7 years,0
Female,53584,2400.0,69.0,8+ years,0
Non-Binary,50070,3333.0,51.0,8+ years,1
Male,63205,2416.0,70.0,4-7 years,0
Female,74669,2105.0,63.0,8+ years,1
Male,55067,2417.0,78.0,8+ years,0
Male,35534,3106.0,,4-7 years,0
Female,65424,1796.0,,1-3 years,0
Female,34454,1114.0,86.0,1-3 years,0
Male,69973,3155.0,59.0,< 1 year,1
Male,47070,,67.0,4-7 years,0
Male,33454,2190.0,64.0,< 1 year,0
Non-Binary,58601,1867.0,69.0,1-3 years,0
Non-Binary,40224,1448.0,53.0,4-7 years,1
Male,67669,3100.0,100.0,8+ years,0
Female,50793,740.0,58.0,4-7 years,0
Non-Binary,52861,2643.0,70.0,8+ years,0
